und_umls_cuii,umls_cui
C0023976,C0009170
C0024031,C0009170
C0024115,C0009170
C0206062,C0009170
C0024141,C0009170
C0024473,C0009170
C0025048,C0009170
C0025062,C0009170
C0025261,C0009170
C0025289,C0009170
C0004936,C0009170
C0525040,C0009170
C2931476,C0009170
C0025472,C0009170
C0025958,C0009170
C0149931,C0009170
C0026266,C0009170
C0221060,C0009170
C0494491,C0009170
C0525045,C0009170
C0026613,C0009170
C0026633,C0009170
C0026636,C0009170
C0026650,C0009170
C0026654,C0009170
C0026766,C0009170
C0026821,C0009170
C0026826,C0009170
C0026837,C0009170
C0026838,C0009170
C0151786,C0009170
C0026846,C0009170
C0026884,C0009170
C0026896,C0009170
C0026961,C0009170
C0027051,C0009170
C0151744,C0009170
C0027055,C0009170
C0206146,C0009170
C0027059,C0009170
C0027429,C0009170
C0027497,C0009170
C0027540,C0009170
C0027609,C0009170
C0206643,C0009170
C0027707,C0009170
C0027746,C0009170
C0027765,C0009170
C0497552,C0009170
C0027794,C0009170
C0525041,C0009170
C0027849,C0009170
C0027868,C0009170
C0027947,C0009170
C0028431,C0009170
C0028432,C0009170
C0028433,C0009170
C0028768,C0009170
C0022876,C0009170
C0028850,C0009170
C0553757,C0009170
C0029089,C0009170
C0029132,C0009170
C0079943,C0009170
C0149507,C0009170
C0029182,C0009170
C0029435,C0009170
C0029443,C0009170
C0029445,C0009170
C0030193,C0009170
C0030297,C0009170
C0030305,C0009170
C0030319,C0009170
C0030326,C0009170
C0030353,C0009170
C0030469,C0009170
C1456784,C0009170
C0030552,C0009170
C0030554,C0009170
C0030925,C0009170
C0031090,C0009170
C0085096,C0009170
C0031154,C0009170
C0031212,C0009170
C0031762,C0009170
C0032044,C0009170
C0032045,C0009170
C0032285,C0009170
C0032319,C0009170
C0032326,C0009170
C0032343,C0009170
C0032357,C0009170
C0032461,C0009170
C0032787,C0009170
C0032962,C0009170
C0032963,C0009170
C0032964,C0009170
C0151526,C0009170
C0033054,C0009170
C0086468,C0009170
C0033117,C0009170
C0033687,C0009170
C0085631,C0009170
C0033922,C0009170
C0033941,C0009170
C0033975,C0009170
C0034040,C0009170
C2973725,C0009170
C0034063,C0009170
C0034067,C0009170
C0034074,C0009170
C0034124,C0009170
C0034150,C0009170
C0034152,C0009170
C0034155,C0009170
C0751741,C0009170
C0085652,C0009170
C0034372,C0009170
C0034734,C0009170
C0525043,C0009170
C0034931,C0009170
C0034933,C0009170
C0035066,C0009170
C1565489,C0009170
C0035126,C0009170
C0035204,C0009170
C0035220,C0009170
C0035229,C0009170
C0080107,C0009170
C0035302,C0009170
C0035309,C0009170
C0035357,C0009170
C0035410,C0009170
C0035455,C0009170
C0036341,C0009170
C0036421,C0009170
C0036454,C0009170
C0036572,C0009170
C0036601,C0009170
C0036659,C0009170
C0237873,C0009170
C0033953,C0009170
C0036974,C0009170
C0036980,C0009170
C0037033,C0009170
C0037036,C0009170
C0037188,C0009170
C1955864,C0009170
C0037199,C0009170
C0162819,C0009170
C0037316,C0009170
C0851578,C0009170
C0021603,C0009170
C0037763,C0009170
C0037822,C0009170
C0752130,C0009170
C0037998,C0009170
C0038220,C0009170
C0038273,C0009170
C0038358,C0009170
C0038368,C0009170
C0038379,C0009170
C0038454,C0009170
C0038525,C0009170
C0038536,C0009170
C0038587,C0009170
C0236969,C0009170
C0038644,C0009170
C0039070,C0009170
C0039131,C0009170
C0264939,C0009170
C0039231,C0009170
C0039239,C0009170
C0039240,C0009170
C0042514,C0009170
C1739395,C0009170
C0039338,C0009170
C0039494,C0009170
C0039496,C0009170
C0040021,C0009170
C0040034,C0009170
C0836924,C0009170
C0040038,C0009170
C0398623,C0009170
C0040046,C0009170
C0040053,C0009170
C0040188,C0009170
C0040436,C0009170
C0040479,C0009170
C0040485,C0009170
C0040822,C0009170
C0040953,C0009170
C0041582,C0009170
C0041657,C0009170
C0749794,C0009170
C0041974,C0009170
C0042024,C0009170
C0080274,C0009170
C0042063,C0009170
C0042143,C0009170
C0042373,C0009170
C0042376,C0009170
C0158570,C0009170
C0042384,C0009170
C0751878,C0009170
C0751895,C0009170
C0042485,C0009170
C0042487,C0009170
C0242973,C0009170
C0242698,C0009170
C0042510,C0009170
C0042568,C0009170
C0042790,C0009170
C0042963,C0009170
C0043092,C0009170
C0043096,C0009170
C0043352,C0009170
C0236736,C0171107
C0038220,C0171107
C0162820,C0173050
C0001430,C0056060
C0003123,C0009213
C0008370,C0009213
C0860207,C0009213
C0020538,C0009213
C0022346,C0009213
C0027497,C0009213
C0027720,C0009213
C0030554,C0009213
C0042510,C0009213
C0000737,C0009214
C0002871,C0009214
C0003130,C0009214
C0003578,C0009214
C0005424,C0009214
C0428977,C0009214
C0007138,C0009214
C0007370,C0009214
C0232488,C0009214
C0009421,C0009214
C0009806,C0009214
C0010200,C0009214
C0010520,C0009214
C0011206,C0009214
C0011581,C0009214
C0011991,C0009214
C0012833,C0009214
C0013069,C0009214
C0011609,C0009214
C0013395,C0009214
C0013421,C0009214
C0013428,C0009214
C0015230,C0009214
C0015967,C0009214
C0016412,C0009214
C0017178,C0009214
C0018681,C0009214
C0018798,C0009214
C0020429,C0009214
C0020517,C0009214
C0020538,C0009214
C0020621,C0009214
C0086439,C0009214
C0020649,C0009214
C0020651,C0009214
C0021290,C0009214
C0022658,C0009214
C0022665,C0009214
C0022667,C0009214
C0026821,C0009214
C0027066,C0009214
C0027497,C0009214
C0027609,C0009214
C0027854,C0009214
C0028768,C0009214
C0030193,C0009214
C0030201,C0009214
C0030305,C0009214
C0033054,C0009214
C0033774,C0009214
C0034152,C0009214
C0034359,C0009214
C0035357,C0009214
C0035435,C0009214
C0036572,C0009214
C0037274,C0009214
C0037315,C0009214
C0037763,C0009214
C0878588,C0009214
C0038454,C0009214
C0038587,C0009214
C0236969,C0009214
C0039231,C0009214
C0041956,C0009214
C0042847,C0009214
C0042963,C0009214
C0027651,C1142798
C2609414,C0056077
C0007222,C0056077
C0007370,C0056077
C0009241,C0056077
C0018799,C0056077
C0020179,C0056077
C0020557,C0056077
C0023524,C0056077
C1449861,C0056077
C0026821,C0056077
C0151786,C0056077
C0027746,C0056077
C0242422,C0056077
C0002622,C0009237
C0002792,C0009237
C0018790,C0009237
C0020538,C0009237
C0027051,C0009237
C0030567,C0009237
C0002170,C0632162
C1458155,C0632162
C0017178,C0632162
C0031117,C0632162
C0024121,C0009255
C0027651,C0009255
C0000737,C0009262
C0000771,C0009262
C2609414,C0009262
C0002170,C0009262
C0002395,C0009262
C0002622,C0009262
C0002726,C0009262
C0002871,C0009262
C0002888,C0009262
C0002940,C0009262
C0003460,C0009262
C0003550,C0009262
C0003811,C0009262
C0003868,C0009262
C0003872,C0009262
C0004134,C0009262
C0004943,C0009262
C0005758,C0009262
C0005956,C0009262
C0006111,C0009262
C0270611,C0009262
C2239176,C0009262
C0008370,C0009262
C0009241,C0009262
C0009663,C0009262
C0011991,C0009262
C0012739,C0009262
C0012833,C0009262
C0013080,C0009262
C0029944,C0009262
C0860207,C0009262
C0013404,C0009262
C0013926,C0009262
C0014356,C0009262
C0031069,C0009262
C0015672,C0009262
C0016977,C0009262
C0017160,C0009262
C0017178,C0009262
C0017612,C0009262
C0018099,C0009262
C0018378,C0009262
C0018681,C0009262
C0019080,C0009262
C0524909,C0009262
C0424295,C0009262
C0020488,C0009262
C0020538,C0009262
C0740394,C0009262
C0020625,C0009262
C0020678,C0009262
C0021368,C0009262
C0021831,C0009262
C0022346,C0009262
C0022658,C0009262
C0023186,C0009262
C0023479,C0009262
C0023530,C0009262
C0023890,C0009262
C0023895,C0009262
C0023896,C0009262
C0162557,C0009262
C0025261,C0009262
C0026764,C0009262
C0026766,C0009262
C0151786,C0009262
C0026846,C0009262
C0026848,C0009262
C0027080,C0009262
C0027125,C0009262
C0553604,C0009262
C0027497,C0009262
C0027540,C0009262
C0027651,C0009262
C0027765,C0009262
C0027794,C0009262
C0027868,C0009262
C0028961,C0009262
C0029124,C0009262
C0029132,C0009262
C0030193,C0009262
C0030305,C0009262
C0030312,C0009262
C0522224,C0009262
C0031117,C0009262
C0152025,C0009262
C0032617,C0009262
C0162566,C0009262
C0033860,C0009262
C0034372,C0009262
C0034933,C0009262
C1565489,C0009262
C0035229,C0009262
C0035410,C0009262
C0036572,C0009262
C0243026,C0009262
C0037018,C0009262
C0037274,C0009262
C0038363,C0009262
C0270733,C0009262
C0085077,C0009262
C0039239,C0009262
C0040034,C0009262
C2931230,C0009262
C0042790,C0009262
C0042847,C0009262
C0042963,C0009262
C0043096,C0009262
C0011860,C0541155
C0020443,C0541155
C0020456,C0541155
C0020445,C0541155
C0008370,C0962831
C0008372,C0962831
C0860207,C0962831
C1956346,C0009279
C0020443,C0009279
C0020445,C0009279
C0003811,C0917964
C0428977,C0917964
C0020429,C0917964
C0020649,C0917964
C0036572,C0917964
C0039231,C0917964
C0751895,C0917964
C2609414,C0009316
C0006111,C0009316
C0006434,C0009316
C0010674,C0009316
C0010692,C0009316
C0011053,C0009316
C0014836,C0009316
C0020598,C0009316
C0020621,C0009316
C0022729,C0009316
C0026848,C0009316
C0029089,C0009316
C0029443,C0009316
C0522224,C0009316
C0033817,C0009316
C0036659,C0009316
C0039621,C0009316
C2609414,C1134428
C0041755,C1566391
C0023467,C1566391
C0027626,C0056143
C0024305,C0056167
C0522224,C1258022
C0040053,C1258022
C0040136,C1258022
C0017205,C0056236
C0162534,C0009742
C0003886,C0056245
C0020625,C0966107
C0856761,C0009871
C0021308,C0009871
C0027051,C0009871
C0398623,C0009871
C0856761,C0009873
C0037198,C0009873
C0000737,C0009905
C0001144,C0009905
C2609414,C0009905
C0001430,C0009905
C0206669,C0009905
C0002170,C0009905
C0002453,C0009905
C0002871,C0009905
C0002878,C0009905
C0002888,C0009905
C0002949,C0009905
C0003130,C0009905
C0003469,C0009905
C0003493,C0009905
C0003838,C0009905
C0003962,C0009905
C0005779,C0009905
C0856761,C0009905
C2239176,C0009905
C0007222,C0009905
C0007274,C0009905
C0007286,C0009905
C0007774,C0009905
C2937358,C0009905
C0007820,C0009905
C0008370,C0009905
C0008372,C0009905
C0008489,C0009905
C0009398,C0009905
C0010520,C0009905
C0011581,C0009905
C0012833,C0009905
C0860207,C0009905
C0013390,C0009905
C0041834,C0009905
C0014743,C0009905
C0015469,C0009905
C0015672,C0009905
C0333980,C0009905
C0016412,C0009905
C0554400,C0009905
C0039483,C0009905
C0018524,C0009905
C0018681,C0009905
C0018798,C0009905
C0018801,C0009905
C0018916,C0009905
C0018965,C0009905
C0019061,C0009905
C0019209,C0009905
C0020514,C0009905
C0020538,C0009905
C0020540,C0009905
C0020542,C0009905
C0020555,C0009905
C0149721,C0009905
C0162770,C0009905
C0021308,C0009905
C0007781,C0009905
C0752143,C0009905
C0022346,C0009905
C0023267,C0009905
C0154251,C0009905
C0023890,C0009905
C0023895,C0009905
C0162557,C0009905
C0023903,C0009905
C0024141,C0009905
C0025209,C0009905
C0025323,C0009905
C0025472,C0009905
C0025874,C0009905
C0149931,C0009905
C0154723,C0009905
C0026650,C0009905
C0027051,C0009905
C0151744,C0009905
C0027066,C0009905
C0027497,C0009905
C0027719,C0009905
C0027765,C0009905
C0027804,C0009905
C0030193,C0009905
C0030319,C0009905
C1456784,C0009905
C0030552,C0009905
C0242422,C0009905
C0030781,C0009905
C0031117,C0009905
C0162566,C0009905
C0032787,C0009905
C0033046,C0009905
C0033941,C0009905
C0033975,C0009905
C0034065,C0009905
C0034074,C0009905
C0035066,C0009905
C1565489,C0009905
C0035302,C0009905
C0035309,C0009905
C0035328,C0009905
C0035854,C0009905
C0036974,C0009905
C0037198,C0009905
C0851578,C0009905
C0038454,C0009905
C0038525,C0009905
C0039446,C0009905
C0040038,C0009905
C0040046,C0009905
C0040053,C0009905
C0041582,C0009905
C2717899,C0009905
C0041948,C0009905
C0042373,C0009905
C1861172,C0009905
C0042487,C0009905
C0042790,C0009905
C0042847,C0009905
C0042963,C0009905
C0600433,C0009906
C0001420,C0009906
C0001430,C0009906
C0002888,C0009906
C0003838,C0009906
C0008489,C0009906
C0013384,C0009906
C0013604,C0009906
C0019572,C0009906
C0020538,C0009906
C0020545,C0009906
C0149721,C0009906
C0023903,C0009906
C0026821,C0009906
C0151744,C0009906
C0030319,C0009906
C0162566,C0009906
C0035302,C0009906
C0037198,C0009906
C0038454,C0009906
C0040038,C0009906
C0040046,C0009906
C0040053,C0009906
C1861172,C0009906
C0206687,C0009907
C0878544,C0009907
C0007774,C0009907
C0009398,C0009907
C1956346,C0009907
C0010068,C0009907
C0019061,C0009907
C0019080,C0009907
C0020538,C0009907
C0020540,C0009907
C0021308,C0009907
C0752143,C0009907
C0270639,C0009907
C0023895,C0009907
C0271051,C0009907
C0025323,C0009907
C0027540,C0009907
C0031542,C0009907
C0034065,C0009907
C0035328,C0009907
C0036454,C0009907
C0040053,C0009907
C0001430,C0009908
C0023903,C0009908
C0000771,C0009909
C0002871,C0009909
C0007222,C0009909
C0013589,C0009909
C0015672,C0009909
C0015967,C0009909
C0018798,C0009909
C0018817,C0009909
C0020538,C0009909
C0023895,C0009909
C0030193,C0009909
C0034065,C0009909
C0039231,C0009909
C0039685,C0009909
C0040053,C0009909
C1861172,C0009909
C0042487,C0009910
C0001125,C0009924
C2609414,C0009924
C0001925,C0009924
C0002170,C0009924
C0002792,C0009924
C0003460,C0009924
C0003537,C0009924
C0004245,C0009924
C0456909,C0009924
C0009492,C0009924
C0011071,C0009924
C0085298,C0009924
C0012739,C0009924
C0011609,C0009924
C0041755,C0009924
C0013404,C0009924
C0015230,C0009924
C0020550,C0009924
C0020649,C0009924
C0022658,C0009924
C0022672,C0009924
C0025289,C0009924
C0333355,C0009924
C0027066,C0009924
C0027497,C0009924
C1619692,C0009924
C0027720,C0009924
C0030193,C0009924
C0030305,C0009924
C0030552,C0009924
C0033687,C0009924
C0034063,C0009924
C1565489,C0009924
C0036572,C0009924
C0037274,C0009924
C0021603,C0009924
C0040038,C0009924
C0040053,C0009924
C0040156,C0009924
C0042510,C0009924
C0042963,C0009924
C0002736,C0056270
C0037929,C0056270
C0006413,C0056633
C0024301,C0056633
C0024305,C0056633
C1384666,C0280558
C0025149,C0280558
C0027497,C0280558
C0031117,C0280558
C0040264,C0280558
C0042963,C0280558
C0221013,C1871897
C0023890,C0289884
C0026769,C0289884
C0002170,C0056286
C0018965,C0056286
C0019829,C0056286
C0021311,C0056286
C0079731,C0056286
C0024301,C0056286
C0024305,C0056286
C0027765,C0056286
C0027947,C0056286
C0030554,C0056286
C0747533,C0056286
C0034091,C0056286
C0040034,C0056286
C0005695,C0056286
C0019829,C1959511
C0000737,C0009968
C1879526,C0009968
C0000772,C0009968
C0001122,C0009968
C0948089,C0009968
C0002395,C0009968
C0002736,C0009968
C0002871,C0009968
C0162316,C0009968
C0003469,C0009968
C0004134,C0009968
C0006118,C0009968
C1458155,C0009968
C0006635,C0009968
C2239176,C0009968
C0018800,C0009968
C0878544,C0009968
C0007194,C0009968
C0007222,C0009968
C0086543,C0009968
C0009404,C0009968
C0000768,C0009968
C1859088,C0009968
C0268237,C0009968
C0011156,C0009968
C0497327,C0009968
C0008073,C0009968
C0011849,C0009968
C0011884,C0009968
C0011991,C0009968
C0012644,C0009968
C0860207,C0009968
C0013362,C0009968
C0034067,C0009968
C0015695,C0009968
C0017178,C0009968
C0018784,C0009968
C0018798,C0009968
C0018801,C0009968
C0274869,C0009968
C0019054,C0009968
C0019158,C0009968
C0019188,C0009968
C0019189,C0009968
C0019202,C0009968
C0020179,C0009968
C0020443,C0009968
C0020456,C0009968
C0021053,C0009968
C0021841,C0009968
C0022116,C0009968
C0022658,C0009968
C0022661,C0009968
C0022672,C0009968
C0023186,C0009968
C0023890,C0009968
C0023892,C0009968
C0023903,C0009968
C0023904,C0009968
C1955869,C0009968
C0022716,C0009968
C0025427,C0009968
C0751651,C0009968
C0026650,C0009968
C0026827,C0009968
C0027497,C0009968
C0027540,C0009968
C2936380,C0009968
C0027659,C0009968
C0027686,C0009968
C0027746,C0009968
C0027765,C0009968
C0497552,C0009968
C0524851,C0009968
C0400966,C0009968
C0268353,C0009968
C0029132,C0009968
C0030286,C0009968
C0522224,C0009968
C0030567,C0009968
C0032343,C0009968
C0032927,C0009968
C0033054,C0009968
C0033578,C0009968
C0036118,C0009968
C0036341,C0009968
C0036412,C0009968
C0036457,C0009968
C0036572,C0009968
C0037928,C0009968
C0038358,C0009968
C0040136,C0009968
C0040822,C0009968
C0158570,C0009968
C0178324,C0009968
C0242973,C0009968
C0042963,C0009968
C0023897,C0056289
C0268237,C0387542
C0025534,C0387542
C0001127,C0056301
C2609414,C0056301
C0002395,C0056301
C0003130,C0056301
C0005974,C0056301
C0012644,C0056301
C0860207,C0056301
C1384666,C0056301
C0020542,C0056301
C0020564,C0056301
C0086439,C0056301
C0021368,C0056301
C0023186,C0056301
C0524851,C0056301
C0235032,C0056301
C0032285,C0056301
C0011881,C0664135
C0023418,C0915883
C0027540,C0915883
C0027612,C1174061
C0016154,C1174061
C0020517,C1174061
C0032343,C1174061
C0001418,C0010029
C0009375,C0010029
C0020522,C0010029
C0032927,C0010029
C0037286,C0010029
C0043094,C0010029
C0011991,C1455573
C0020429,C1455573
C0027765,C0208872
C0002994,C0127809
C0013182,C0127809
C0030554,C0127809
C0003469,C0010124
C0010481,C0010124
C0011065,C0010124
C0011581,C0010124
C0013386,C0010124
C0020456,C0010124
C0424295,C0010124
C0020538,C0010124
C0020621,C0010124
C0020649,C0010124
C0024668,C0010124
C0027765,C0010124
C0235032,C0010124
C0036572,C0010124
C0237873,C0010124
C0038187,C0010124
C0038587,C0010124
C0042749,C0010124
C0020649,C0056372
C0021603,C0056374
C0003469,C1120227
C0025261,C1120228
C0002994,C0056387
C0013182,C0056387
C0024299,C0056387
C0025281,C0056387
C0001418,C0010137
C0008728,C0010137
C0497327,C0010137
C0011581,C0010137
C0014170,C0010137
C0553980,C0010137
C0017601,C0010137
C0018524,C0010137
C0018799,C0010137
C0020507,C0010137
C0020635,C0010137
C0004936,C0010137
C0026848,C0010137
C0007859,C0010137
C0027765,C0010137
C0027868,C0010137
C0085631,C0010137
C0033941,C0010137
C0242698,C0010137
C0042512,C0010137
C0020538,C0056391
C0086468,C0010139
C0036572,C0667462
C0011853,C0056413
C0020456,C0056413
C0032927,C0056413
C0002792,C0010192
C0020635,C0010192
C0028840,C0010192
C0037769,C0010192
C0424295,C0010194
C0024121,C0010194
C0028797,C0010194
C0038587,C0010194
C0040336,C0010194
C0040196,C0010203
C0011860,C0010206
C0860207,C0010206
C0022658,C0010206
C0027540,C0010206
C0037274,C0010206
C0040053,C0010206
C0042485,C0010206
C0029944,C0010207
C0019080,C0010207
C0151699,C0010207
C0027854,C0010207
C0040053,C0010207
C0021364,C0010209
C0033578,C0010209
C0236733,C0530189
C0236736,C0530189
C0424295,C0530189
C0038587,C0530189
C0002871,C0911202
C0860207,C0911202
C0041755,C0911202
C0021308,C0911202
C0021368,C0911202
C0027540,C0911202
C0236736,C0384521
C0013386,C0384521
C0424295,C0384521
C0006261,C0082111
C0273115,C0082111
C0030193,C0082111
C0022658,C0056447
C0424295,C1873329
C0033975,C1873329
C0013604,C0055952
C0002871,C1260228
C0005956,C1260228
C0017178,C1260228
C0022658,C1260228
C0027765,C1260228
C0677886,C1260228
C0919267,C0914670
C0026764,C1530680
C0026764,C1530682
C0020619,C1744086
C0011616,C0763678
C0000737,C0085163
C0000832,C0085163
C0001122,C0085163
C2609414,C0085163
C0001883,C0085163
C0002063,C0085163
C0002418,C0085163
C0002878,C0085163
C0002949,C0085163
C1510412,C0085163
C0403529,C0085163
C0003460,C0085163
C0003469,C0085163
C0003486,C0085163
C0162872,C0085163
C0003550,C0085163
C0333641,C0085163
C0004760,C0085163
C0006109,C0085163
C0751955,C0085163
C0007786,C0085163
C0018800,C0085163
C0878544,C0085163
C0007193,C0085163
C2937358,C0085163
C0007785,C0085163
C0008031,C0085163
C0008058,C0085163
C0236736,C0085163
C0009241,C0085163
C0162529,C0085163
C0009373,C0085163
C0009492,C0085163
C0009676,C0085163
C0010034,C0085163
C0010043,C0085163
C0010200,C0085163
C0010520,C0085163
C0011581,C0085163
C0013404,C0085163
C0013421,C0085163
C0013604,C0085163
C0014549,C0085163
C0041834,C0085163
C0015930,C0085163
C0016977,C0085163
C0017086,C0085163
C0017178,C0085163
C0018524,C0085163
C0018567,C0085163
C0018681,C0085163
C0018790,C0085163
C0018799,C0085163
C0018801,C0085163
C0018965,C0085163
C0018991,C0085163
C0019079,C0085163
C0019080,C0085163
C0019699,C0085163
C0020538,C0085163
C0020649,C0085163
C0021122,C0085163
C0751843,C0085163
C0740392,C0085163
C0021831,C0085163
C0752140,C0085163
C0007781,C0085163
C0151699,C0085163
C0022116,C0085163
C0022672,C0085163
C0023014,C0085163
C0023055,C0085163
C0023760,C0085163
C0085605,C0085163
C0023976,C0085163
C0024115,C0085163
C0025062,C0085163
C0025261,C0085163
C0027051,C0085163
C0027344,C0085163
C0027429,C0085163
C0027497,C0085163
C0027707,C0085163
C0028961,C0085163
C0030552,C0085163
C0030925,C0085163
C0085096,C0085163
C0032285,C0085163
C0032298,C0085163
C0032319,C0085163
C0032320,C0085163
C0032326,C0085163
C0032584,C0085163
C0032787,C0085163
C0033054,C0085163
C0085631,C0085163
C0033922,C0085163
C0033941,C0085163
C0034063,C0085163
C0034155,C0085163
C0034372,C0085163
C1565489,C0085163
C0035222,C0085163
C0035243,C0085163
C0035302,C0085163
C0035410,C0085163
C0036572,C0085163
C0037274,C0085163
C0038358,C0085163
C0038379,C0085163
C0038454,C0085163
C0038525,C0085163
C0038587,C0085163
C0039231,C0085163
C0039239,C0085163
C0040053,C0085163
C0042373,C0085163
C0042384,C0085163
C0751895,C0085163
C0242698,C0085163
C0042790,C0085163
C0042963,C0085163
C0027051,C0056464
C0040053,C0631954
C0001125,C0010286
C2609414,C0010286
C0004238,C0010286
C0004352,C0010286
C0005586,C0010286
C0008370,C0010286
C0236736,C0010286
C0009492,C0010286
C1845862,C0010286
C0011175,C0010286
C0011581,C0010286
C0011991,C0010286
C0860207,C0010286
C0013386,C0010286
C0013604,C0010286
C0017662,C0010286
C0018843,C0010286
C0020179,C0010286
C0022346,C0010286
C0022658,C0010286
C0026821,C0010286
C0026846,C0010286
C0026848,C0010286
C0027497,C0010286
C0027707,C0010286
C0030193,C0010286
C0242422,C0010286
C0032787,C0010286
C0033941,C0010286
C0034063,C0010286
C0035229,C0010286
C0035410,C0010286
C0038048,C0010286
C0042963,C0010286
C2609414,C0010294
C0011881,C0010294
C0041755,C0010294
C0013274,C0010294
C0017658,C0010294
C0017668,C0010294
C0340274,C0010294
C0022658,C0010294
C0027051,C0010294
C0027707,C0010294
C0032343,C0010294
C0024117,C0010294
C1565489,C0010294
C0035220,C0010294
C0243026,C0010294
C0878544,C0056471
C0042510,C0056471
C0002792,C0056475
C0013182,C0056475
C0030193,C0056475
C0040046,C0056475
C0007125,C0056476
C0027746,C0056476
C0036572,C0056476
C0002871,C0056481
C0333641,C0056481
C0019114,C0056481
C0022658,C0056481
C0028433,C0056481
C0029928,C0056481
C0005695,C0056481
C0042131,C0056481
C0860207,C0174883
C0001418,C2974289
C0152013,C2974289
C0003811,C2974289
C0007131,C2974289
C0007137,C2974289
C0009806,C2974289
C0011991,C2974289
C0012833,C2974289
C0013604,C2974289
C0014859,C2974289
C0017178,C2974289
C0017636,C2974289
C0018199,C2974289
C0018799,C2974289
C0020619,C2974289
C0085682,C2974289
C0023467,C2974289
C0024232,C2974289
C0206180,C2974289
C0024312,C2974289
C0220654,C2974289
C0027497,C2974289
C0027627,C2974289
C0027651,C2974289
C0027659,C2974289
C0027819,C2974289
C0027947,C2974289
C0038356,C2974289
C0042790,C2974289
C0042963,C2974289
C0242488,C0056501
C0021655,C0056501
C0004153,C0056503
C0018800,C0056503
C0009241,C0056503
C0021368,C0056503
C0027540,C0056503
C0003811,C0056506
C0011991,C0056506
C0020538,C0056506
C0020649,C0056506
C0036572,C0056506
C0037763,C0056506
C0039231,C0056506
C0005686,C0056506
C0002792,C0012694
C0002994,C0012694
C0004096,C0012694
C0085129,C0012694
C0018800,C0012694
C0878544,C0012694
C0011853,C0012694
C0041755,C0012694
C0013604,C0012694
C0018799,C0012694
C0020517,C0012694
C0027540,C0012694
C0028754,C0012694
C0036572,C0012694
C0036983,C0012694
C0013604,C0010369
C0019080,C0010369
C0021368,C0010369
C0428977,C0010372
C0013604,C0010372
C0014335,C0010372
C0020507,C0010372
C0020649,C0010372
C0021368,C0010372
C0030354,C0010372
C0037286,C0010372
C0042594,C0056527
C0700359,C0056531
C0003578,C0111095
C0040053,C1097128
C0236736,C2354221
C0424295,C2354221
C0026650,C2354221
C1458155,C0111197
C0009241,C0111197
C0024299,C0536785
C0013604,C0971786
C0030193,C0971786
C0027651,C0525817
C0027651,C0531640
C0027651,C0618695
C0007097,C0056587
C0024121,C0056587
C0860207,C0056588
C0013604,C0056588
C0021368,C0056588
C0030354,C0056588
C0037286,C0056588
C0004153,C0056592
C0000772,C0056593
C0002395,C0056593
C0009241,C0056593
C0162835,C0056593
C0025517,C0056593
C0497552,C0056593
C0549567,C0056593
C0027540,C0056598
C0032285,C0056598
C0032343,C0056598
C0011303,C0010460
C0012644,C0010460
C0017639,C0010460
C0020255,C0010460
C0235032,C0010460
C0021368,C0056603
C2609414,C0010467
C0001430,C0010467
C0001925,C0010467
C0236664,C0010467
C0002395,C0010467
C0002622,C0010467
C0311375,C0010467
C0993582,C0010467
C0003873,C0010467
C0403823,C0010467
C0004153,C0010467
C0004364,C0010467
C0007786,C0010467
C0006118,C0010467
C1458155,C0010467
C0343084,C0010467
C0007097,C0010467
C1134719,C0010467
C2239176,C0010467
C0007131,C0010467
C0007137,C0010467
C0878544,C0010467
C0008625,C0010467
C0236736,C0010467
C0009241,C0010467
C0009319,C0010467
C0009363,C0010467
C0009375,C0010467
C0085109,C0010467
C0010692,C0010467
C0497327,C0010467
C0011860,C0010467
C0011881,C0010467
C0860207,C0010467
C0041755,C0010467
C0013295,C0010467
C0013604,C0010467
C0014335,C0010467
C0015397,C0010467
C0015695,C0010467
C0016059,C0010467
C0017185,C0010467
C0017636,C0010467
C0018671,C0010467
C0018799,C0010467
C0079487,C0010467
C0019054,C0010467
C0019080,C0010467
C0019156,C0010467
C0027888,C0010467
C0020429,C0010467
C0020443,C0010467
C0020473,C0010467
C0020550,C0010467
C0239981,C0010467
C0020676,C0010467
C0021368,C0010467
C0021390,C0010467
C0021841,C0010467
C0022658,C0010467
C0022661,C0010467
C0023186,C0010467
C0023267,C0010467
C0023418,C0010467
C0023893,C0010467
C0023895,C0010467
C0024121,C0010467
C0024299,C0010467
C0079772,C0010467
C0025202,C0010467
C0025261,C0010467
C0025427,C0010467
C0025500,C0010467
C0026640,C0010467
C0026650,C0010467
C0026764,C0010467
C0026847,C0010467
C0027051,C0010467
C0151744,C0010467
C0027540,C0010467
C0027626,C0010467
C0027651,C0010467
C0027659,C0010467
C0027661,C0010467
C0027746,C0010467
C0027766,C0010467
C0235032,C0010467
C0028754,C0010467
C0028960,C0010467
C0029408,C0010467
C0029456,C0010467
C0919267,C0010467
C0030297,C0010467
C0033578,C0010467
C0033687,C0010467
C0034067,C0010467
C0035222,C0010467
C1261473,C0010467
C0036572,C0010467
C0243026,C0010467
C0037286,C0010467
C0038356,C0010467
C0038358,C0010467
C0005695,C0010467
C0042065,C0010467
C0004096,C0056608
C0013604,C0056625
C1840264,C0056625
C1458155,C0082139
C0010481,C0082139
C0079772,C0082139
C0027947,C0082139
C0023485,C0082139
C1961102,C0082139
C1961099,C0082139
C0014859,C0056631
C0022658,C0056631
C0000735,C0056632
