und_umls_cuii,umls_cui
C3179301,C0051159
C0003811,C0102151
C0007222,C0102151
C0020538,C2825440
C0006826,C2987636
C0024530,C2604651
C0020538,C1120110
C1969581,C1120110
C3276943,C1120110
C0085580,C1120110
C1150120,C1120110
C0042769,C2936871
C0524910,C2936871
C1154613,C0217842
C0276535,C0281666
C0037284,C0281666
C0276535,C0281666
C0037284,C0281666
C0006826,C0281666
C0036220,C0281666
C0037274,C0281666
C0023487,C0281666
C0276535,C0281666
C0006826,C0281666
C0027498,C0051162
C0520909,C0051162
C0027498,C0051162
C0518003,C0051162
C0007682,C0051162
C0017178,C0051162
C0683211,C0051162
C0596335,C0051163
C0013343,C0051163
C1302752,C0002083
C0006434,C0002083
C0332673,C0002083
C0406175,C0002083
C0549202,C0002083
C0221245,C0002083
C0000925,C0002083
C0037274,C0002083
C0043251,C0002083
C0043250,C0002083
C0003811,C0051190
C0004096,C0051190
C0518003,C0051190
C1371299,C0051190
C0007222,C0051190
C0683211,C0051190
C0035204,C0051190
C1149475,C0171954
C1149475,C0171954
C0277344,C0002119
C0277344,C0002119
C0597202,C0002119
C0004623,C0051200
C0021311,C0051200
C0025519,C0051200
C0599059,C0051200
C1517315,C0051200
C0020456,C0051200
C0020473,C0051200
C0598783,C0051200
C0678771,C0051200
C0006826,C0051201
C0020456,C0051201
C3179159,C0002132
C3468250,C0051209
C0017178,C0051209
C0025519,C0002144
C0018099,C0002144
C1517315,C0002144
C1151293,C0002144
C0006826,C0002144
C0041981,C0002144
C0023418,C0002144
C0024299,C0002144
C1698088,C0002144
C0018099,C0002144
C0744465,C0002144
C0740394,C0002144
C0022650,C0002144
C0277556,C0002144
C0409908,C0002144
C2955673,C0002144
C0025519,C0002144
C0599059,C0002144
C0035435,C0002144
C0014432,C0002144
C1517315,C0002144
C0018099,C0002144
C0480774,C0002144
C0006736,C0002144
C0018099,C0002144
C0041364,C0002144
C1151293,C0002144
C0014432,C0102250
C0277344,C0102250
C0597202,C0102250
C1704272,C0002158
C0022876,C0002158
C0000786,C0002158
C1149475,C0002158
C1149475,C0002158
C3179264,C0002158
C0007682,C0002159
C2917138,C0002159
C3179492,C0002159
C1816494,C0002159
C1816494,C0002159
C0027793,C0002159
C0684199,C0051242
C0030193,C0051247
C0030193,C0051247
C0021368,C0051247
C0021368,C0051247
C0035435,C0051247
C0683211,C0051247
C0152027,C0051247
C2917138,C0002164
C0024117,C0002164
C0035204,C0002164
C0003811,C0167716
C0007222,C0167716
C0021368,C0914729
C1152740,C0914729
C0042396,C0914729
C1740836,C0914729
C0027793,C0914729
C1152740,C0914729
C1152740,C0914729
C0149931,C0914729
C0003467,C0753579
C0007682,C0753579
C0151559,C0753579
C0234101,C0753579
C1152730,C0753579
C0027793,C0753579
C0004936,C0753579
C1152740,C0753579
C1152740,C0753579
C3179402,C0753579
C0009806,C0002168
C2258748,C1958126
C0020456,C1958126
C2258748,C1958126
C0014432,C1958126
C0020456,C1958126
C2263455,C1958126
C3179159,C2828217
C0027498,C0291772
C0017178,C0291772
C1152740,C0291772
C1262211,C0291772
C1457887,C0291772
C0205269,C0291772
C0017178,C0291772
C0027793,C0291772
C1152740,C0291772
C1152740,C0291772
C0000737,C0291772
C0011991,C0291772
C0022104,C0291772
C0021311,C0206795
C0042769,C0206795
C0042769,C0206795
C1150124,C0902566
C0014432,C0902566
C0018939,C0902566
C0032176,C0902566
C2263455,C0902566
C0033975,C2348431
C3179301,C0051480
C0007682,C0051480
C0151559,C0051480
C0030193,C0002327
C0030193,C0002327
C0007682,C0002327
C0151559,C0002327
C3179198,C0002327
C0683211,C0002327
C0152027,C0002327
C0030193,C0002327
C3179301,C0051482
C0007682,C0051482
C0151559,C0051482
C0003467,C0051484
C0007682,C0051484
C0151559,C0051484
C0004936,C0051484
C3179402,C0051484
C0003467,C0051484
C0003467,C0002333
C0001818,C0002333
C0003467,C0002333
C0003469,C0002333
C0030319,C0002333
C1457887,C0002333
C0003467,C0002333
C0007682,C0002333
C0151559,C0002333
C1816494,C0002333
C1816494,C0002333
C0221171,C0002333
C3179159,C0002333
C0027793,C0002333
C0004936,C0002333
C3179402,C0002333
C0001818,C0002333
C0011581,C0002333
C0030319,C0002333
C0003467,C0002333
C1148670,C0002333
C0004936,C0002333
C0030318,C0002333
C3179159,C0002333
C0003811,C0002334
C0020538,C0002334
C0544652,C0002334
C3179395,C0002334
C0002962,C0002334
C0003811,C0002334
C0020538,C0002334
C0234098,C0002334
C0234098,C0002334
C0544652,C0002334
C0003811,C0002334
C0020538,C0002334
C0518003,C0002334
C0007222,C0002334
C0027793,C0002334
C0683211,C0002334
C3179395,C0002334
C0021311,C1175301
C0021311,C1175301
C0242350,C0002335
C0018798,C0002335
C0242350,C0002335
C0521648,C0002335
C0852112,C0002335
C0013274,C0002335
C0007222,C0002335
C0333565,C0002335
C0016017,C0002335
C0018939,C0002335
C0032176,C0002335
C0042401,C0002335
C0003490,C0002335
C0003492,C0002335
C0013274,C0002335
C0020542,C0002335
C0152101,C0002335
C0243000,C0002335
C0034089,C0002335
C0039685,C0002335
C0243002,C0002335
C0242350,C0002335
C0042401,C0002335
C0518003,C0051486
C0014432,C0051486
C3179241,C0051486
C0683211,C0051486
C0002962,C0002340
C0020538,C0002340
C0155626,C0032143
C0948008,C0032143
C0034065,C0032143
C0003838,C0032143
C0007781,C0032143
C0027051,C0032143
C0034065,C0032143
C0018939,C0032143
C0040053,C0032143
C0007222,C0032143
C0014442,C0032143
C2082390,C0032143
C1149831,C0051493
C1327575,C0051493
C0234097,C0051493
C1149831,C0051493
C0014432,C0051493
C0027793,C0051493
C0020538,C0051500
C1149475,C0102819
C1149475,C0102819
C3179264,C0102819
C3179264,C0102819
C0003047,C0102819
C0278689,C0019453
C0278689,C0019453
C1708063,C0019453
C0002073,C0019453
C0006826,C0019453
C0006826,C0019453
C0480774,C0019453
C0919267,C0019453
C0006826,C0019453
C0006826,C0019453
C0037763,C0051528
C0000729,C0051528
C0948733,C0051528
C0006142,C0051528
C0006826,C0051528
C0013390,C0051528
C0022104,C0051528
C0518003,C0051528
C3179241,C0051528
C0683211,C0051528
C0332853,C1508750
C2004454,C1508750
C0030193,C1508750
C0006826,C0281603
C0014432,C0281603
C0018270,C0281603
C0018270,C0281603
C1150527,C0281603
C0006826,C0281603
C0040435,C0102895
C0014432,C0002402
C0480774,C0002402
C0597095,C0002402
C0032343,C0002402
C0030193,C0002403
C0030567,C0002403
C0042769,C0002403
C0234101,C0002403
C1152805,C0002403
C0030193,C0002403
C0858266,C0002403
C0021311,C0002403
C2062441,C0002403
C0242422,C0002403
C0037088,C0002403
C0030193,C0002403
C0030193,C0002403
C0013384,C0002403
C0021311,C0002403
C0030567,C0002403
C0042769,C0002403
C0007682,C0002403
C0234101,C0002403
C0027793,C0002403
C0683211,C0002403
C0152027,C0002403
C0013386,C0002403
C0030567,C0002403
C1150388,C0532172
C2263455,C0051542
C0014432,C0051542
C2263455,C0051542
C0006826,C0244456
C1149831,C0002412
C0151786,C0002412
C0026896,C0002412
C0026848,C0002412
C0425511,C0002421
C0035204,C0002421
C0026946,C0051555
C0012797,C0602745
C0012797,C2983905
C0021368,C2825337
C0021368,C2825338
C0021368,C0051556
C0037274,C0051556
C0021368,C0051556
C0033774,C0051556
C0037274,C0051556
C0021368,C0051556
C0033774,C0051556
C1622203,C0051556
C1148777,C0051556
C1149475,C0051556
C1149475,C0051556
C0011603,C0051556
C0015456,C0051556
C0016509,C0051556
C0018567,C0051556
C0021368,C0051556
C0023219,C0051556
C0036271,C0051556
C1148777,C0051556
C0948205,C0002435
C0014836,C0002435
C0085423,C0002435
C0022729,C0002435
C0042029,C0002435
C0004623,C0002435
C0021311,C0002435
C0042029,C0002435
C0022658,C0002435
C0004623,C0002435
C0009951,C0065310
C0042382,C0051561
C0042769,C0051561
C1150145,C0051561
C1149063,C0051561
C1152740,C0083284
C0006826,C0102923
C0021213,C0102923
C0021717,C0102923
C0518003,C0051570
C0014432,C0051570
C1151830,C0051570
C0683211,C0051570
C0877014,C0051570
C0018099,C0051573
C0234098,C2698085
C0234098,C2698085
C0544652,C2698085
C0027793,C2698085
C0011570,C2698085
C0016453,C0051579
C0003047,C0051579
C0004623,C3273782
C0042769,C2346737
C0003047,C2346737
C0234098,C0051584
C0234098,C0051584
C0544651,C0051584
C0027793,C0051584
C0014432,C0102947
C1151830,C0102947
C0004623,C0051596
C0599059,C0015020
C3179279,C0015020
C0568095,C0015020
C0278996,C0015020
C1140680,C0015020
C3162255,C0015020
C0595916,C0015020
C0043352,C0015020
C0678771,C0015020
C3179279,C0015020
C0013221,C0015020
C0022660,C0015020
C0022661,C0015020
C0034531,C0015020
C0085533,C0015020
C0006826,C0015020
C0599732,C0015020
C0042075,C0015020
C0849640,C0015020
C0004623,C0002499
C0598196,C0002499
C0427965,C0002499
C0948205,C0002499
C0014836,C0002499
C0085423,C0002499
C0021311,C0002499
C0022729,C0002499
C1411980,C0002499
C0033700,C0002499
C0033817,C0002499
C0085394,C0002499
C0041296,C0002499
C0004623,C0002499
C0021311,C0002499
C0005943,C0002499
C0014118,C0002499
C0026918,C0002499
C0033817,C0002499
C0035243,C0002499
C0036690,C0002499
C0004623,C0002499
C0012797,C0002502
C1153463,C0002502
C0018802,C0002502
C0020538,C0002502
C1153415,C0002502
C0012797,C0002502
C0012797,C0002502
C1153463,C0002502
C1519624,C0002502
C0027477,C0002502
C1153463,C0002502
C0003962,C0002502
C0010674,C0002502
C0013604,C0002502
C0020538,C0002502
C0020621,C0002502
C0032617,C0002502
C0021311,C0002503
C1400591,C0002503
C1566391,C0002503
C0016320,C0002503
C0021213,C0002503
C1450139,C0002503
C0079866,C0002503
C0480774,C0002503
C0011570,C0051607
C0011570,C0051607
C0007682,C0051607
C0004936,C0051607
C0026229,C0051627
C1149827,C0051627
C0001829,C0051627
C0277344,C0051627
C0026392,C0051627
C0277344,C0051627
C0597202,C0051627
C0597252,C3178225
C1154563,C3178225
C0234098,C0002555
C0009951,C0002555
C0006826,C0002555
C1149069,C0002555
C0010481,C0002555
C0235653,C0002555
C0006826,C0002555
C0154084,C0002555
C0006826,C0002555
C0006826,C0002555
C1149069,C0002555
C0014432,C0002555
C1458155,C0002555
C0010481,C0002555
C0027661,C0002555
C0033578,C0002555
C0001622,C0002555
C1998319,C0717403
C0206088,C0717403
C0019693,C0051649
C0021311,C0051649
C0035369,C0051649
C0042769,C0051649
C0010360,C0051649
C0037274,C0051649
C0021213,C0051649
C3179153,C0051649
C3179280,C0051649
C1371299,C0002575
C0421207,C0002575
C0004096,C0002575
C0877430,C0002575
C0008677,C0002575
C0746102,C0002575
C0034067,C0002575
C1457887,C0002575
C0004096,C0002575
C0006266,C0002575
C0008677,C0002575
C0034067,C0002575
C0004096,C0002575
C0518003,C0002575
C1371299,C0002575
C0018799,C0002575
C0007222,C0002575
C0014432,C0002575
C0027793,C0002575
C0683211,C0002575
C1753334,C0002575
C0678771,C0002575
C3178749,C0002575
C3159308,C0002575
C3159308,C0002575
C0035204,C0002575
C0003578,C0002575
C0004096,C0002575
C0428977,C0002575
C0006266,C0002575
C0006277,C0002575
C0034067,C0002575
C2249967,C0002575
C1152738,C0533547
C0014432,C0002583
C0573830,C0002583
C0597252,C3493548
C0426584,C0002589
C0948268,C0002598
C1739149,C0002598
C1737264,C0002598
C0042514,C0002598
C0205269,C0002598
C2826244,C0002598
C0085612,C0002598
C0003811,C0002598
C0007222,C0002598
C0014432,C0002598
C0042401,C0002598
C0039240,C0002598
C0042510,C0002598
C0085612,C0002598
C0027045,C0002598
C0035204,C0051684
C0020965,C0051686
C0030193,C0051686
C0030193,C0051686
C0021311,C0051686
C0021368,C0051686
C0021368,C0051686
C0035435,C0051686
C0042769,C0051686
C0020964,C0051686
C0683211,C0051686
C0152027,C0051686
C0033975,C0103045
C0024713,C0103045
C0011570,C0103045
C0036337,C0103045
C0036341,C0103045
C0011570,C3489605
C1516456,C0103046
C0480774,C0103046
C0234098,C0051692
C0234098,C0051692
C0544651,C0051692
C0544651,C0051692
C0021568,C0051692
C0277344,C0051692
C0027793,C0051692
C0597202,C0051692
C0597202,C0051692
C0036262,C0051692
C0234098,C0002600
C0598962,C0002600
C0003467,C0002600
C0005586,C0002600
C0011570,C0002600
C0234098,C0002600
C0234098,C0002600
C0598962,C0002600
C0030193,C0002600
C0030193,C0002600
C0011570,C0002600
C0011570,C0002600
C0007682,C0002600
C0027793,C0002600
C0598962,C0002600
C0683211,C0002600
C0004936,C0002600
C0152027,C0002600
C0011581,C0002600
C0030193,C0002600
C0014432,C0002602
C0020517,C0103049
C0041582,C0103049
C0021368,C0103049
C0038363,C0103049
C0020517,C0103049
C0041582,C0103049
C0020517,C0103049
C0020538,C0051696
C1153433,C0051696
C0042401,C0051696
C0699826,C0051696
C0020538,C0051696
C0020538,C0051696
C1153433,C0051696
C0007222,C0051696
C1519624,C0051696
C0042401,C0051696
C0002963,C0051696
C0020538,C0051696
C1516456,C0002607
C0034760,C0002607
C0007682,C0002640
C0151559,C0002640
C1816494,C0002640
C1816494,C0002640
C0221171,C0002640
C3179159,C0002640
C0027793,C0002640
C0003469,C0002640
C0036572,C0002640
C0021603,C0002640
C0038220,C0002640
C0027583,C0164697
C0018889,C0164697
C0021311,C0164697
C0027583,C0164697
C0030499,C0164697
C0016085,C0164697
C0033740,C0002641
C0024530,C0002641
C0021368,C0002641
C0024530,C0002641
C0277793,C0002641
C0021311,C0002641
C0024530,C0002641
C0030499,C0002641
C0033740,C0002641
C0021311,C0051733
C0006826,C0051733
C0042769,C0051733
C0014432,C0051733
C0021213,C0051733
C0021717,C0051733
C0280449,C0051733
C0026946,C0051736
C1151129,C0051736
C0026946,C0051736
C0021311,C0051736
C0026946,C0051736
C0021311,C0658242
C0021311,C0658242
C0036323,C0051739
C0018889,C0051739
C0021311,C0051739
C0027583,C0051739
C0030499,C0051739
C0018889,C0051739
C0016085,C0051739
C0036323,C0051739
C0234098,C0103116
C0544651,C0103116
C0234098,C0103116
C0544652,C0103116
C0020538,C0103116
C0007222,C0103116
C0027793,C0103116
C0234098,C0002644
C0598962,C0002644
C0011570,C0002644
C1152730,C0002644
C1621749,C0002644
C0085631,C0002644
C0003467,C0002644
C0011570,C0002644
C0011573,C0002644
C0027932,C0002644
C0011579,C0002644
C0270458,C0002644
C1457887,C0002644
C0085631,C0002644
C0003467,C0002644
C0282126,C0002644
C0011573,C0002644
C0011570,C0002644
C0011579,C0002644
C0270458,C0002644
C1457887,C0002644
C0234098,C0002644
C0234098,C0002644
C0598962,C0002644
C0011570,C0002644
C0011570,C0002644
C0007682,C0002644
C0234101,C0002644
C1152730,C0002644
C0027793,C0002644
C0598962,C0002644
C0004936,C0002644
C1152740,C0002644
C1621749,C0002644
C0011581,C0002644
C0033931,C0002644
C0011570,C0002644
C0004623,C0002645
C0864762,C0002645
C1096266,C0002645
C0004623,C0002645
C0948279,C0002645
C0395797,C0002645
C0948752,C0002645
C0014836,C0002645
C0348321,C0002645
C0021311,C0002645
C1279247,C0002645
C0149725,C0002645
C0948747,C0002645
C0032269,C0002645
C0276078,C0002645
C0037278,C0002645
C0038160,C0002645
C0948357,C0002645
C0004623,C0002645
C0021311,C0002645
C0001261,C0002645
C0005660,C0002645
C0008149,C0002645
C0013295,C0002645
C0014121,C0002645
C0079487,C0002645
C0023860,C0002645
C0024198,C0002645
C0029882,C0002645
C0037199,C0002645
C0162627,C0002645
C0149778,C0002645
C0038395,C0002645
C0042029,C0002645
C0598196,C0002645
C0243026,C0002645
C0030842,C0002645
C0042029,C0002645
C0042075,C0002645
C1096222,C0002645
C0004623,C0002645
C0033975,C0051747
C0007682,C0051747
C0151559,C0051747
C0027793,C0051747
C0004936,C0051747
C1152740,C0051747
C1152740,C0051747
C3179402,C0051747
C0426584,C2983798
C0234098,C0002658
C0234098,C0002658
C0598962,C0002658
C1657587,C0002658
C0234101,C0002658
C1516456,C0002658
C0877014,C0002658
C1263846,C0002658
C0027404,C0002658
C0234098,C0002658
C0234098,C0002658
C0598962,C0002658
C0518003,C0002658
C0007682,C0002658
C2917138,C0002658
C0234101,C0002658
C1657587,C0002658
C0027793,C0002658
C0598962,C0002658
C0683211,C0002658
C0877014,C0002658
C1263846,C0002658
C0027404,C0002658
C0002667,C0002658
C2917138,C0002658
C2917138,C0002667
C0004623,C0051758
C0021311,C0051758
C0004623,C0051758
C0004623,C0002680
C0014836,C0002680
C0348321,C0002680
C0021311,C0002680
C1264613,C0002680
C0025289,C0002680
C0948747,C0002680
C0276078,C0002680
C0035243,C0002680
C0036117,C0002680
C0013371,C0002680
C0038160,C0002680
C0038395,C0002680
C0042029,C0002680
C0004623,C0002680
C0021311,C0002680
C0001261,C0002680
C0005660,C0002680
C1527298,C0002680
C0014121,C0002680
C0014836,C0002680
C0018081,C0002680
C0018482,C0002680
C0022729,C0002680
C0023860,C0002680
C0085437,C0002680
C0025303,C0002680
C0032269,C0002680
C0032965,C0002680
C0035243,C0002680
C0036117,C0002680
C0162627,C0002680
C0149778,C0002680
C0038160,C0002680
C0038941,C0002680
C0042029,C0002680
C0004623,C0002680
C0042769,C0754188
C2263455,C0754188
C0019693,C0754188
C2363741,C0754188
C0004623,C0754188
C0041296,C0754188
C0019693,C0754188
C0021311,C0754188
C0035369,C0754188
C0041296,C0754188
C0042769,C0754188
C0014432,C0754188
C2263455,C0754188
C0019693,C0754188
C2263455,C0754188
C0001175,C0754188
C0001175,C0754188
C0243026,C0754188
C2263455,C0754188
C0042769,C0754188
C0042769,C0754188
C2263455,C0754188
C0019693,C0754188
C0009187,C0002686
C0021311,C0002686
C0030499,C0002686
C0033740,C0002686
C0009187,C0002686
C1260918,C0002686
C0030193,C0002696
C0030193,C0002696
C0021368,C0002696
C0021368,C0002696
C0035435,C0002696
C0021213,C0002696
C0683211,C0002696
C0152027,C0002696
C0024530,C0601306
C0006826,C0762659
C0006826,C0762659
C0023467,C0002699
C0006826,C0002699
C0021213,C0002699
C0021717,C0002699
C0006826,C0002699
C0006826,C2987655
C0006826,C0002707
C0006826,C0002707
C0021311,C0771502
C0277344,C0002743
C0597202,C0002743
C0004153,C2604745
C0005778,C0051809
C0016017,C0051809
C0007222,C0051809
C0032176,C0051809
C0521989,C0051809
C0027022,C0051809
C0836924,C0051809
C1336741,C0051809
C0040053,C0051809
C0007222,C0051809
C0333565,C0051809
C0016017,C0051809
C0018939,C0051809
C0032176,C0051809
C0032463,C0051809
C0040034,C0051809
C0003873,C0245109
C0003873,C0245109
C0035435,C0245109
C0021368,C0245109
C1153433,C0211726
C1152747,C0211726
C1152747,C0211726
C0007222,C0211726
C1149475,C0211726
C1149475,C0211726
C1519624,C0211726
C0027793,C0211726
C0020964,C0002791
C0012797,C0103200
C0027477,C0103200
C0006826,C0290883
C1149069,C0290883
C1449720,C0290883
C3495917,C0290883
C2367479,C0290883
C0206159,C0290883
C0006826,C0290883
C0006826,C0290883
C1149069,C0290883
C0014432,C0290883
C1458155,C0290883
C1148776,C0290883
C0006826,C0290883
C1149475,C0290883
C0006826,C0290883
C0006826,C0043767
C0018951,C0538777
C1150635,C0538777
C0025519,C0010557
C0006826,C0010557
C0006826,C0010557
C0480774,C0010557
C0042769,C1879703
C0005778,C0002823
C0007222,C0002823
C0333565,C0002823
C0016017,C0002823
C0018939,C0002823
C0005778,C0002823
C1157201,C0631698
C1157346,C0631698
C0597252,C0631698
C1148773,C0002844
C0019693,C0051821
C0021368,C0051821
C0006826,C0051821
C0030193,C0051821
C0030193,C0051821
C0021311,C0051821
C0021368,C0051821
C0021368,C0051821
C0030499,C0051821
C0033740,C0051821
C0035435,C0051821
C0042769,C0051821
C0018939,C0051821
C0683211,C0051821
C0032176,C0051821
C0152027,C0051821
C0220781,C0524764
C1149475,C0524764
C1149475,C0524764
C0151786,C0002860
C0699771,C0051839
C0016453,C0051839
C1705511,C0051839
C0031318,C0051839
C0596263,C0051840
C0079866,C0051840
C0480774,C0051840
C0009951,C0051842
C0007682,C0051842
C0151559,C0051842
C0021213,C0051842
C0021717,C0051842
C0004936,C0051842
C3179402,C0051842
C0042382,C0051844
C0042382,C0051844
C0018270,C0051844
C0006826,C0051846
C0007222,C0051846
C0042382,C0290149
C0042382,C0290149
C0006826,C0290149
C0018270,C0290149
C0018270,C0290149
C0014432,C0003017
C2263455,C0003017
C1150239,C0003017
C0007974,C0051894
C2757050,C0051894
C1148613,C0051894
C0030193,C0051907
C0598196,C1142738
C0026946,C1142738
C0243001,C1142738
C0851807,C1142738
C0877445,C1142738
C0006840,C1142738
C0239295,C1142738
C0026946,C1142738
C0919659,C1142738
C0031154,C1142738
C0026946,C1142738
C0021311,C1142738
C0026946,C1142738
C0851807,C1142738
C0851886,C1142738
C0006840,C1142738
C0030193,C0051908
C1149142,C0051908
C3179301,C0051908
C0030193,C0051908
C0442893,C0051908
C0030193,C0051908
C3179198,C0051908
C0596263,C0003036
C0480774,C0003036
C1153433,C0051916
C0007222,C0051916
C1519624,C0051916
C0011570,C0051917
C0007682,C0051917
C0679466,C0051917
C0004936,C0051917
C0542088,C0051917
C0030193,C0631258
C0005778,C0051919
C0274594,C0051919
C0004238,C0051919
C0151814,C0051919
C0232338,C0051919
C0034065,C0051919
C0042487,C0051919
C0004238,C0051919
C0013922,C0051919
C0027051,C0051919
C0034065,C0051919
C0040038,C0051919
C0042487,C0051919
C0005778,C0051919
C0018939,C0051919
C0234098,C0051920
C0234098,C0051920
C0544651,C0051920
C0030193,C0051920
C0030193,C0051920
C0003811,C0051920
C0021368,C0051920
C0021368,C0051920
C0599059,C0051920
C0035435,C0051920
C0041582,C0051920
C0518003,C0051920
C0007222,C0051920
C1517315,C0051920
C0017178,C0051920
C0027793,C0051920
C3179241,C0051920
C0683211,C0051920
C0152027,C0051920
C0042401,C0051920
C0030193,C0051921
C0030193,C0051921
C0021368,C0051921
C0021368,C0051921
C0035435,C0051921
C0518003,C0051921
C3179241,C0051921
C0683211,C0051921
C0152027,C0051921
C0004623,C0003082
C0021311,C0003082
C0030499,C0003082
C0033740,C0003082
C0014432,C0003082
C0597095,C0003082
C0597295,C0003082
C0264686,C0078956
C0027051,C0078956
C0034065,C0078956
C0007222,C0078956
C0333565,C0078956
C0016017,C0078956
C0018939,C0078956
C0027051,C0078956
C0034065,C0078956
C0016017,C0078956
C0021368,C0612669
C0006826,C0214529
C0006826,C0214529
C0030499,C1700875
C0032995,C0051931
C0032995,C0051931
C0032995,C0051931
C0032995,C0051931
C0006826,C0051932
C0032995,C0051932
C0032995,C0051932
C0032995,C0051932
C0032995,C0051932
C0032995,C0051932
C0010096,C0051932
C0032995,C0051932
C0004096,C2987420
C1517315,C2605775
C0026255,C0051935
C0026255,C0051935
C1156032,C0051935
C0032343,C0051939
C0678771,C0051939
C1149475,C0249057
C1149475,C0249057
C0009766,C0003143
C0027424,C0003143
C1457887,C0003143
C0020517,C0003143
C1152738,C0003143
C1152738,C0003143
C1152738,C0003143
C0027793,C0003143
C0009766,C0003143
C0033774,C0003143
C1304119,C0003166
C0037274,C0003166
C0033860,C0003166
C0033860,C0003166
C0037274,C0003166
C0033860,C0003166
C0006826,C0003167
C0006826,C0003167
C0006826,C0003167
C1566391,C0051955
C0016320,C0051955
C0021213,C0051955
C1450139,C0051955
C1517315,C0051963
C0020964,C0003241
C0014432,C0003403
C2263455,C0003403
C0015967,C0003420
C2261439,C0003420
C0030193,C0003420
C0021368,C0003420
C0030193,C0003420
C0030193,C0003420
C1287351,C0003420
C0030193,C0003420
C0030193,C0003420
C0021368,C0003420
C0021368,C0003420
C0035435,C0003420
C0683211,C0003420
C0152027,C0003420
C0029882,C0003420
C0030193,C0003420
C0030193,C0003420
C0005778,C0052098
C0006826,C0052098
C0014432,C0052098
C0018939,C0052098
C2263455,C0052098
C0020964,C0003435
C0020964,C0003445
C0020964,C0003450
C0030193,C0052135
C0021368,C0052135
C0278138,C0052135
C0278139,C0052135
C0006826,C2742029
C0241885,C2698163
C0878544,C2698163
C1152762,C2825426
C0006826,C0095568
C0021368,C0003524
C0740394,C0003524
C0030193,C0003524
C0030193,C0003524
C0021368,C0003524
C0021368,C0003524
C0035435,C0003524
C0018099,C0003524
C0683211,C0003524
C0022658,C0003524
C0152027,C0003524
C0740394,C0003524
C0021368,C0003524
C0598196,C0085171
C0006826,C0085171
C0042769,C0085171
C2247629,C0085171
C0021311,C0085171
C0042769,C0085171
C0014432,C0085171
C0035150,C0649940
C0014432,C0531691
C1149629,C0531691
C0006826,C0912024
C2258907,C0605143
C0005778,C1831808
C1149587,C1831808
C0005778,C1831808
C2262329,C0968721
C0544651,C0003596
C0013384,C0003596
C0030567,C0003596
C1152730,C0003596
C1152740,C0003596
C0679246,C0003596
C0391852,C0003596
C0520010,C0003596
C0852903,C0003596
C0030567,C0003596
C1504539,C0003596
C0013384,C0003596
C0030567,C0003596
C0007682,C0003596
C0234101,C0003596
C1152730,C0003596
C0027793,C0003596
C0544651,C0048038
C0017601,C0048038
C0015397,C0048038
C0015397,C0048038
C0017612,C0048038
C0021890,C0048038
C0032787,C0048038
C0234708,C0048038
C0677850,C0048038
C0418981,C0048038
C0234098,C0048038
C0234098,C0048038
C0544651,C0048038
C0544651,C0048038
C0027793,C0048038
C0028840,C0048038
C0004623,C0052231
C0598196,C0052231
C0004623,C0052231
C0004623,C0052231
C0003864,C1678805
C0004096,C1678805
C0021376,C1678805
C0024137,C1678805
C0033860,C1678805
C0011570,C1176306
C0027498,C1176306
C1149140,C1176306
C0683211,C1176306
C1149140,C1176306
C0401160,C1176306
C0027498,C1176306
C0518003,C1176306
C0007682,C1176306
C0017178,C1176306
C0683211,C1176306
C0027497,C1176306
C0042963,C1176306
C0085533,C1176306
C0006826,C1176306
C0027498,C1176306
C0017178,C1176306
C0011570,C1176306
C0021368,C1737955
C0740692,C1737955
C0030193,C1737955
C0020538,C0209261
C0007222,C0209261
C0042401,C0209261
C0003811,C0003639
C0007222,C0003639
C1519624,C0003639
C1153463,C0003639
C1153465,C0003639
C0003811,C0003639
C0027045,C0003639
C0021603,C0051241
C0518003,C0052232
C3179241,C0052232
C0683211,C0052232
C0005778,C0103894
C0007222,C0103894
C0333565,C0103894
C0016017,C0103894
C0018939,C0103894
C0079027,C0003641
C0549625,C0003641
C0014432,C0003641
C0018939,C0003641
C0019080,C0003641
C2263455,C0003641
C1150239,C0003641
C1150284,C0003641
C0079027,C0003641
C0019080,C0003641
C0018939,C0003641
C0019080,C0003641
C1622131,C0003641
C0007682,C0213555
C0234107,C0213555
C0234107,C0213555
C0598958,C0213555
C0027793,C0213555
C0678771,C0213555
C0014432,C0216938
C0518003,C0052301
C0079043,C0052301
C0683211,C0052301
C0035204,C0052301
C0042769,C0052306
C0004352,C2983924
C0016667,C2983924
C0041582,C0003719
C0017178,C0003719
C0232539,C0003719
C0544652,C0172021
C0018799,C0172021
C1956346,C0172021
C0011900,C0172021
C0241885,C0172021
C0234098,C0172021
C0234098,C0172021
C0544652,C0172021
C0018799,C0172021
C0007222,C0172021
C0027793,C0172021
C0678771,C0172021
C0358514,C2698181
C0232741,C2698181
C0149871,C0297269
C1290879,C0297269
C0034065,C0297269
C0005778,C0297269
C0007222,C0297269
C0333565,C0297269
C0016017,C0297269
C0018939,C0297269
C0032787,C0297269
C0034065,C0297269
C0040038,C0297269
C0042487,C0297269
C0234097,C0003753
C0234097,C0003753
C0027793,C0003753
C0004096,C0969589
C0544652,C0969589
C1371299,C0969589
C0008677,C0969589
C0079043,C0969589
C0024117,C0969589
C0034067,C0969589
C0272285,C0048470
C0010068,C0048470
C0040053,C0048470
C0272285,C0048470
C0040053,C0048470
C0005778,C0048470
C1149593,C0048470
C0014432,C0048470
C0018939,C0048470
C0032176,C0048470
